household_id,country,region_camp,family_size,members,head_age,head_gender,vulnerability_type,needs_category
MYA-0039319,Myanmar,Rakhine IDP Camps,4,"[{""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 85, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 29, ""gender"": ""M"", ""vulnerable_flag"": false}]",85,F,,medical
MYA-0045196,Myanmar,Kachin Shelters,4,"[{""age"": 77, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 79, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 16, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": false}]",79,F,disabled,"education,shelter,protection"
BAN-0010788,Bangladesh,Camp 26,3,"[{""age"": 35, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 49, ""gender"": ""F"", ""vulnerable_flag"": true}]",49,F,disabled,medical
MYA-0074094,Myanmar,Shan Region,7,"[{""age"": 51, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 40, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 53, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 46, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": false}]",58,M,disabled,"education,wash,medical,food"
MYA-0084673,Myanmar,Kachin Shelters,4,"[{""age"": 55, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 0, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}]",55,F,malnutrition,"wash,food,education"
MYA-0093197,Myanmar,Sagaing,2,"[{""age"": 15, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""M"", ""vulnerable_flag"": false}]",15,F,,"food,wash,shelter,livelihood"
BAN-0006002,Bangladesh,Nayapara,6,"[{""age"": 58, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 19, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 81, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 36, ""gender"": ""F"", ""vulnerable_flag"": true}]",81,F,disabled,"livelihood,education,medical"
BAN-0012842,Bangladesh,Nayapara,4,"[{""age"": 42, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 37, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 39, ""gender"": ""F"", ""vulnerable_flag"": false}]",42,M,malnutrition,"livelihood,shelter,food,medical"
MYA-0066828,Myanmar,Shan Region,4,"[{""age"": 1, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 15, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 71, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": false}]",71,F,,protection
MYA-0068582,Myanmar,Kachin Shelters,3,"[{""age"": 58, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}]",58,M,,"shelter,wash"
BAN-0005326,Bangladesh,Bhasan Char,5,"[{""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 44, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 37, ""gender"": ""F"", ""vulnerable_flag"": false}]",44,M,child_labor_risk,"shelter,medical,livelihood"
MYA-0049249,Myanmar,Kachin Shelters,5,"[{""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 55, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 70, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 49, ""gender"": ""F"", ""vulnerable_flag"": false}]",70,F,disabled,"wash,medical,food"
MYA-0112442,Myanmar,Kachin Shelters,4,"[{""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}]",50,M,unaccompanied_minor,education
MYA-0065020,Myanmar,Rakhine IDP Camps,5,"[{""age"": 33, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 25, ""gender"": ""F"", ""vulnerable_flag"": false}]",33,M,child_labor_risk,"livelihood,shelter,food"
MYA-0110767,Myanmar,Shan Region,1,"[{""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}]",11,M,,food
MYA-0058681,Myanmar,Rakhine IDP Camps,2,"[{""age"": 43, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""M"", ""vulnerable_flag"": false}]",43,M,,"livelihood,shelter"
MYA-0069235,Myanmar,Rakhine IDP Camps,4,"[{""age"": 4, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}]",13,M,malnutrition,"shelter,livelihood,education,wash"
MYA-0077389,Myanmar,Kachin Shelters,4,"[{""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 12, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 47, ""gender"": ""M"", ""vulnerable_flag"": false}]",47,M,malnutrition,"medical,wash,shelter,protection"
MYA-0093217,Myanmar,Sagaing,4,"[{""age"": 0, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 9, ""gender"": ""M"", ""vulnerable_flag"": false}]",58,F,,"medical,food,livelihood,education"
BAN-0024434,Bangladesh,Kutupalong,4,"[{""age"": 6, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 46, ""gender"": ""F"", ""vulnerable_flag"": false}]",46,F,child_labor_risk,"medical,livelihood"
BAN-0023731,Bangladesh,Bhasan Char,5,"[{""age"": 49, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 35, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 39, ""gender"": ""M"", ""vulnerable_flag"": false}]",50,F,,"shelter,medical"
MYA-0059710,Myanmar,Rakhine IDP Camps,2,"[{""age"": 14, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 38, ""gender"": ""F"", ""vulnerable_flag"": false}]",38,F,,"food,medical,protection"
MYA-0103107,Myanmar,Sagaing,8,"[{""age"": 3, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 52, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 43, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 18, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 23, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 38, ""gender"": ""F"", ""vulnerable_flag"": false}]",52,F,pregnant_lactating,"wash,food"
MYA-0081270,Myanmar,Shan Region,3,"[{""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 22, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 0, ""gender"": ""F"", ""vulnerable_flag"": false}]",22,M,,"livelihood,wash"
MYA-0051480,Myanmar,Shan Region,5,"[{""age"": 85, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 20, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 32, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": false}]",85,M,elderly_at_risk,wash
MYA-0102441,Myanmar,Shan Region,2,"[{""age"": 41, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": false}]",50,M,,medical
MYA-0069039,Myanmar,Kachin Shelters,6,"[{""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 25, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 59, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 46, ""gender"": ""F"", ""vulnerable_flag"": false}]",59,F,single_parent,"medical,education,protection,food"
BAN-0018337,Bangladesh,Bhasan Char,5,"[{""age"": 34, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 55, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 48, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 79, ""gender"": ""M"", ""vulnerable_flag"": true}]",79,M,elderly_at_risk,"education,protection,food"
MYA-0062953,Myanmar,Rakhine IDP Camps,5,"[{""age"": 27, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 27, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 36, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 51, ""gender"": ""F"", ""vulnerable_flag"": true}]",56,F,disabled,medical
MYA-0092053,Myanmar,Sagaing,5,"[{""age"": 46, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 43, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 57, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 17, ""gender"": ""F"", ""vulnerable_flag"": false}]",57,F,,"education,food,shelter,wash"
MYA-0098624,Myanmar,Kachin Shelters,1,"[{""age"": 14, ""gender"": ""F"", ""vulnerable_flag"": false}]",14,F,,"shelter,livelihood,food"
MYA-0054966,Myanmar,Shan Region,8,"[{""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 18, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 13, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 48, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 50, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 43, ""gender"": ""F"", ""vulnerable_flag"": false}]",50,F,unaccompanied_minor,"food,wash,shelter"
MYA-0092586,Myanmar,Shan Region,1,"[{""age"": 57, ""gender"": ""F"", ""vulnerable_flag"": false}]",57,F,,protection
MYA-0046585,Myanmar,Shan Region,5,"[{""age"": 40, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 46, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 53, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 46, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""M"", ""vulnerable_flag"": true}]",53,M,disabled,"shelter,livelihood,food,education"
MYA-0088127,Myanmar,Sagaing,4,"[{""age"": 11, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 50, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 22, ""gender"": ""F"", ""vulnerable_flag"": true}]",50,M,pregnant_lactating,"education,livelihood"
MYA-0064156,Myanmar,Kachin Shelters,6,"[{""age"": 16, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 49, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 63, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}]",63,M,child_labor_risk,"food,medical,shelter"
BAN-0002405,Bangladesh,Kutupalong,3,"[{""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""M"", ""vulnerable_flag"": false}]",56,M,,"education,wash,medical,livelihood"
MYA-0102446,Myanmar,Shan Region,4,"[{""age"": 10, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 59, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 66, ""gender"": ""M"", ""vulnerable_flag"": true}]",66,M,disabled,"wash,shelter"
BAN-0016650,Bangladesh,Camp 24,3,"[{""age"": 0, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 19, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 19, ""gender"": ""M"", ""vulnerable_flag"": false}]",19,M,,education
BAN-0006065,Bangladesh,Camp 26,2,"[{""age"": 26, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 85, ""gender"": ""M"", ""vulnerable_flag"": false}]",85,M,disabled,"medical,food,shelter"
BAN-0022945,Bangladesh,Bhasan Char,3,"[{""age"": 14, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 57, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 23, ""gender"": ""F"", ""vulnerable_flag"": false}]",57,M,disabled,"protection,shelter,education"
BAN-0020713,Bangladesh,Camp 24,2,"[{""age"": 58, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": false}]",58,M,,"education,shelter,food,livelihood"
BAN-0001679,Bangladesh,Camp 26,2,"[{""age"": 34, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 16, ""gender"": ""F"", ""vulnerable_flag"": false}]",34,M,,medical
MYA-0051842,Myanmar,Kachin Shelters,5,"[{""age"": 51, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 57, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 41, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 28, ""gender"": ""M"", ""vulnerable_flag"": false}]",57,M,,"medical,wash,education,food"
MYA-0105653,Myanmar,Sagaing,3,"[{""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 87, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 8, ""gender"": ""F"", ""vulnerable_flag"": false}]",87,F,,"protection,education,shelter,medical"
MYA-0045229,Myanmar,Kachin Shelters,5,"[{""age"": 55, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 9, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 81, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 34, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""F"", ""vulnerable_flag"": false}]",81,F,pregnant_lactating,"protection,wash,medical"
BAN-0023517,Bangladesh,Camp 24,3,"[{""age"": 24, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 36, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 35, ""gender"": ""M"", ""vulnerable_flag"": true}]",36,F,gbv_survivor,"food,livelihood,wash,education"
MYA-0052982,Myanmar,Sagaing,4,"[{""age"": 82, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 16, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 52, ""gender"": ""M"", ""vulnerable_flag"": false}]",82,F,,"protection,food"
IND-0033241,India,New Delhi,4,"[{""age"": 44, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 4, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 18, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 61, ""gender"": ""F"", ""vulnerable_flag"": true}]",61,F,single_parent,"wash,livelihood,food,shelter"
MYA-0105449,Myanmar,Rakhine IDP Camps,3,"[{""age"": 7, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 54, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 82, ""gender"": ""F"", ""vulnerable_flag"": true}]",82,F,child_labor_risk,"wash,education"
MYA-0099487,Myanmar,Rakhine IDP Camps,3,"[{""age"": 35, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 53, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": false}]",53,M,single_parent,"education,wash,medical"
THA-0031994,Thailand,Nu Po,8,"[{""age"": 17, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 55, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 25, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 58, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 4, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""M"", ""vulnerable_flag"": false}]",58,M,,wash
MYA-0041426,Myanmar,Rakhine IDP Camps,2,"[{""age"": 57, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 44, ""gender"": ""M"", ""vulnerable_flag"": true}]",57,F,chronic_illness,wash
MYA-0076506,Myanmar,Rakhine IDP Camps,2,"[{""age"": 4, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 52, ""gender"": ""M"", ""vulnerable_flag"": false}]",52,M,,"education,livelihood,food"
BAN-0014230,Bangladesh,Kutupalong,3,"[{""age"": 28, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 47, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": false}]",47,F,pregnant_lactating,"livelihood,shelter,food,education"
MYA-0070957,Myanmar,Sagaing,5,"[{""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 53, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 49, ""gender"": ""M"", ""vulnerable_flag"": false}]",53,M,,"livelihood,medical,protection"
MYA-0061338,Myanmar,Sagaing,7,"[{""age"": 40, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 70, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 16, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 38, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 1, ""gender"": ""M"", ""vulnerable_flag"": true}, {""age"": 5, ""gender"": ""F"", ""vulnerable_flag"": true}, {""age"": 23, ""gender"": ""F"", ""vulnerable_flag"": false}]",70,F,chronic_illness,"protection,shelter,food"
MYA-0088370,Myanmar,Shan Region,3,"[{""age"": 35, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 3, ""gender"": ""M"", ""vulnerable_flag"": false}]",45,F,,medical
CAM-0114411,Cambodia,Border Area 1,5,"[{""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 54, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 45, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 56, ""gender"": ""F"", ""vulnerable_flag"": false}]",56,F,,"wash,shelter"
BAN-0011030,Bangladesh,Kutupalong,4,"[{""age"": 54, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 38, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 31, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 30, ""gender"": ""F"", ""vulnerable_flag"": true}]",54,M,disabled,livelihood
MYA-0109165,Myanmar,Shan Region,3,"[{""age"": 78, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 2, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 51, ""gender"": ""F"", ""vulnerable_flag"": false}]",78,F,,"shelter,food,education"
MYA-0058568,Myanmar,Kachin Shelters,4,"[{""age"": 8, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 6, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 11, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 25, ""gender"": ""F"", ""vulnerable_flag"": true}]",25,F,chronic_illness,"protection,education"
BAN-0008055,Bangladesh,Camp 26,7,"[{""age"": 48, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 40, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 23, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 63, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 20, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 26, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 7, ""gender"": ""M"", ""vulnerable_flag"": false}]",63,F,,"protection,shelter"
BAN-0014918,Bangladesh,Nayapara,5,"[{""age"": 54, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 33, ""gender"": ""M"", ""vulnerable_flag"": false}, {""age"": 89, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 12, ""gender"": ""F"", ""vulnerable_flag"": false}, {""age"": 61, ""gender"": ""F"", ""vulnerable_flag"": false}]",89,F,,wash
